gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RPL39	3.42110113412913e-39	0.270532714018718	0.994	0.982	6.77035914444155e-35
S100A4	3.9625003035822e-39	0.312752359090303	0.918	0.847	7.84178810078917e-35
MT-ATP8	7.44570105629991e-39	0.320812491811324	0.977	0.955	1.47350423904175e-34
RPS25	2.10059436131858e-38	0.271411131832931	0.991	0.965	4.15707624104947e-34
RPL23A	5.34455198180893e-38	0.282555651134202	0.986	0.965	1.05768683719999e-33
MGST1	6.81708475300498e-38	-3.8649773343487	0.01	0.063	1.34910107261969e-33
MYH9	7.61538573195112e-38	-0.617703017473885	0.691	0.804	1.50708483635313e-33
MT-ND4L	1.49756070716564e-37	0.202264249508358	0.998	0.989	2.9636726394808e-33
HCST	1.50720541299055e-37	0.619087109765822	0.715	0.63	2.98275951230829e-33
MYADM	3.22660033290477e-36	0.523942742809018	0.687	0.548	6.38544205881855e-32
TSC22D3	7.03919956357312e-36	0.567199813936868	0.933	0.887	1.39305759363112e-31
GNA15	2.46056508913919e-35	-0.903566025457147	0.224	0.362	4.86945831140646e-31
G3BP2	6.26602730122101e-35	-0.571021394907962	0.612	0.745	1.24004680291164e-30
TUBA1A	1.55037588430773e-34	0.657164178334342	0.742	0.665	3.068193875045e-30
RPLP2	1.79644479242689e-34	0.27327032729948	0.989	0.966	3.55516424421281e-30
CITED2	1.87238703061924e-34	0.92972931533817	0.557	0.434	3.70545393359548e-30
REL	2.52068396324058e-34	-0.64537272020528	0.582	0.71	4.98843356325312e-30
NAMPT	3.72527241307046e-34	-0.677113298699028	0.383	0.539	7.37231410546644e-30
SPOCK2	1.44147355168227e-33	-0.456600913711003	0.718	0.83	2.85267615877921e-29
AKR1B10	8.25048869896317e-33	-9.55974633439114	0	0.029	1.63277171352481e-28
AKR1C1	1.04798597768217e-32	-6.59836197843057	0.001	0.032	2.07396424983301e-28
SFTPB	1.21001635917268e-32	-2.85210625363034	0.009	0.057	2.39462237480274e-28
PTGR1	1.5657398021596e-32	-5.2678706509633	0.001	0.035	3.09859906847384e-28
S100A14	3.55363989723298e-32	-5.36980398398669	0.002	0.037	7.03265335662406e-28
FOS	7.30426144401154e-32	0.885940315537975	0.701	0.617	1.44551333976988e-27
SFTPA1	8.18580599924458e-32	-3.03892198661867	0.004	0.042	1.6199710072505e-27
IL2RA	1.70966998399917e-31	-1.18081253890615	0.201	0.318	3.38343689833436e-27
KRT19	4.9986915038135e-31	-3.02011133923838	0.01	0.058	9.89241048604691e-27
RPL30	8.49825183904081e-31	0.231453304558625	0.997	0.988	1.68180403894618e-26
CD7	1.5441377315984e-30	-0.491490166686509	0.647	0.775	3.05584857083322e-26
RASGEF1B	2.12107311493625e-30	1.01512370217357	0.319	0.192	4.19760369445884e-26
ELF3	2.41733613008026e-30	-4.68643849223061	0.003	0.039	4.78390820142883e-26
MYL12A	2.52253973442144e-30	0.352337011009523	0.883	0.824	4.99210613442004e-26
LY6D	3.08307193947427e-30	-9.7218913729707	0	0.027	6.10139936821959e-26
BIRC3	3.624344882172e-30	-0.528000210291225	0.579	0.705	7.17257852181838e-26
KRT6A	3.01207682365927e-29	-5.92396256562779	0.001	0.031	5.9609000340217e-25
PTMA	4.87626104447137e-29	0.193445128577338	1	0.994	9.65012060700883e-25
KRT17	5.76872091840114e-29	-4.64978357915757	0.003	0.037	1.14162986975159e-24
CALM2	7.54314501508331e-29	0.356700949446035	0.866	0.809	1.49278839848499e-24
TNFRSF4	1.69967241954824e-28	-0.882331969644643	0.353	0.473	3.36365171828597e-24
PABPC1	3.34459099224797e-28	-0.342520254696255	0.927	0.963	6.61894557365874e-24
NUP98	4.52024983345397e-28	-0.718652238322791	0.291	0.421	8.94557442040541e-24
BATF	5.10454900343181e-28	-0.659003798235593	0.462	0.591	1.01019024777916e-23
SFN	8.1163780457504e-28	-4.54645433937808	0.003	0.034	1.606231215254e-23
HES1	3.60865607107737e-27	-2.4787215950385	0.017	0.066	7.14153036466212e-23
MT-ND2	4.27006147814148e-27	0.305916590081189	0.947	0.909	8.45045166524198e-23
RPL36	4.96488098234813e-27	0.248902982501539	0.981	0.955	9.82549946406694e-23
DUSP1	7.98185380234976e-27	0.49289258772336	0.904	0.871	1.57960886748502e-22
RPL36A	2.14580126406312e-26	0.546715433476239	0.619	0.535	4.24654070158092e-22
TOMM7	2.48079379675366e-26	0.406500658840578	0.823	0.779	4.9094909237755e-22
ENO1	2.68088312805164e-26	-0.572672788439325	0.606	0.71	5.3054677104142e-22
MT-ND6	3.12593206943243e-26	0.308162649341986	0.721	0.64	6.18621956540679e-22
FKBP4	3.87879676922756e-26	-0.65848054381536	0.384	0.508	7.67613880630134e-22
SLC7A5	5.46427190019665e-26	-0.64777146786063	0.365	0.494	1.08137940904892e-21
U2AF1L5	8.92938547577851e-26	-2.03344061186882	0.012	0.056	1.76712538565657e-21
NME2	1.77283188861576e-25	-0.486617544413307	0.502	0.624	3.50843430757059e-21
PDE4D	4.37135889554475e-25	-0.667518346584977	0.379	0.503	8.65091925428306e-21
HSPA4	4.44844150134148e-25	-0.660667003694225	0.333	0.459	8.80346573115479e-21
EEF2	5.3316622103156e-25	-0.272086787808662	0.921	0.945	1.05513595142146e-20
ICAM2	6.94613782230635e-25	-0.721779185196905	0.244	0.364	1.37464067503443e-20
IL21R	8.4924030885369e-25	-0.739547648997777	0.271	0.39	1.68064657122145e-20
HIST1H1C	1.42750466241896e-24	-0.973483384182838	0.116	0.209	2.82503172692712e-20
RPL9	3.10782860757546e-24	0.254402604177648	0.972	0.932	6.15039281439183e-20
HSP90AB1	4.19322861802841e-24	-0.337742030247203	0.958	0.98	8.29839943507823e-20
S100A2	8.42392323087018e-24	-4.52620121782845	0.006	0.039	1.66709440738921e-19
HSPA6	8.84819657304267e-24	-1.27834365380178	0.105	0.191	1.75105810180514e-19
DDX21	1.04837807154783e-23	-0.587300043959557	0.367	0.487	2.07474020359315e-19
RARRES3	1.97629005862549e-23	0.539852748366434	0.578	0.477	3.91107802601984e-19
IL1R2	2.53577903738291e-23	-1.15965978539361	0.103	0.19	5.01830671498079e-19
IFNGR2	3.31002960819023e-23	-1.42567136684443	0.032	0.089	6.55054859460846e-19
RELB	3.38840575997392e-23	-0.501678424348501	0.401	0.526	6.70565499898838e-19
SERTAD1	6.91787444609562e-23	0.703939729686648	0.481	0.385	1.36904735288232e-18
SOCS3	1.27731734020132e-22	-0.560047606911522	0.377	0.498	2.52781101625842e-18
MTHFD2	1.3265308373632e-22	-0.489289836103873	0.426	0.556	2.62520452714177e-18
RPS15A	1.6480241049962e-22	0.179919001980105	0.998	0.985	3.26143970378749e-18
RANGAP1	1.86698342757258e-22	-0.730942292940256	0.172	0.275	3.69476020316614e-18
PCBP3	1.89633722441313e-22	-1.82386175472646	0.021	0.068	3.75285136711358e-18
ALOX5AP	1.92824718651139e-22	0.540164436056673	0.488	0.38	3.81600118210603e-18
TFPI2	2.11827489954551e-22	-3.38911070467821	0.003	0.029	4.19206602620057e-18
RPL37	2.25973628220449e-22	0.227173604021015	0.985	0.98	4.47201810248268e-18
CLDN1	2.84382476291594e-22	-6.12691038270253	0	0.021	5.62792920581064e-18
LSP1	3.98272242356117e-22	0.337286294156244	0.804	0.755	7.88180767622755e-18
NFKB2	4.4852146696139e-22	-0.655788941500957	0.289	0.406	8.8762398311659e-18
FAAH2	4.97382462647882e-22	-0.861558224669995	0.187	0.289	9.84319893580158e-18
SH3BGRL3	5.21622910225976e-22	0.265301843772487	0.954	0.928	1.03229173933721e-17
CHD1	8.00354828657207e-22	-0.503146764323842	0.439	0.569	1.58390220591261e-17
UGP2	9.4601962861339e-22	-0.639735633132241	0.329	0.446	1.8721728450259e-17
HSPB1	9.61985050421862e-22	-0.417183902936061	0.576	0.695	1.90376841478486e-17
CPT1A	1.09489647049664e-21	-1.440632279065	0.056	0.122	2.16680011511285e-17
TGFB1	1.86579283115118e-21	0.525993714417591	0.637	0.552	3.69240401284818e-17
CD99	1.86834487582276e-21	0.314846673239879	0.778	0.704	3.69745450925324e-17
USP11	2.4106954292157e-21	-0.675028384517665	0.173	0.276	4.77076625441786e-17
LMNB1	3.65534668060141e-21	-0.885129591041341	0.197	0.296	7.23393108091018e-17
RPL35A	5.09766477406737e-21	0.190970729787786	0.992	0.981	1.00882785878793e-16
HIST1H1E	5.51038796995453e-21	-0.676339463164439	0.165	0.264	1.090505779254e-16
TNFRSF18	9.30645452524364e-21	-0.66365679272856	0.35	0.456	1.84174735054572e-16
SCML4	1.02773073852023e-20	0.867172920532224	0.298	0.197	2.03387913153154e-16
RPL21	1.37304208397881e-20	0.196729889883099	0.976	0.942	2.71725028419406e-16
DUSP16	1.50096716149769e-20	-0.550045667002063	0.298	0.413	2.97041401260394e-16
NAB1	1.94362531715949e-20	-0.78568552081899	0.143	0.234	3.84643450265864e-16
MKI67	2.68190301017064e-20	-2.10779562741202	0.085	0.157	5.3074860571277e-16
RPL17	4.54165649354917e-20	0.197090208764251	0.985	0.964	8.98793820073381e-16
TNFRSF9	7.52847342105647e-20	-0.878006375328211	0.176	0.268	1.48988489002708e-15
NFKBIZ	7.98134604648376e-20	-0.521308585850365	0.407	0.521	1.57950838259914e-15
LDHA	1.35390675382661e-19	-0.308654202485356	0.816	0.889	2.67938146582286e-15
JAK3	1.68179806109719e-19	-0.567492142283638	0.269	0.379	3.32827836291134e-15
NDUFA4L2	2.49345084065164e-19	-3.39180668875739	0.003	0.027	4.93453921364959e-15
CIRBP	2.63271992399405e-19	0.36056145292432	0.788	0.75	5.21015272958423e-15
FURIN	3.33250628861858e-19	-0.919910732459492	0.072	0.141	6.59502994517616e-15
PRDM1	3.7274320270001e-19	-0.586123995438882	0.273	0.38	7.3765879814332e-15
CCT6A	3.90102842524979e-19	-0.414686575853382	0.479	0.6	7.72013525356934e-15
ARID5A	4.81012651253324e-19	-0.446845208413549	0.527	0.632	9.51924036830328e-15
RSBN1	4.8433075304731e-19	-0.603676320484491	0.281	0.387	9.58490560280627e-15
RHOG	4.89332106895871e-19	-0.359350648192616	0.539	0.653	9.68388239546928e-15
TUBB4B	6.03133054622898e-19	0.416485339557435	0.797	0.765	1.19360031509872e-14
TPI1	6.08516420919446e-19	-0.43345097393182	0.727	0.812	1.20425399699958e-14
RPL26	6.12896072816827e-19	0.169108848173322	0.995	0.97	1.2129213281045e-14
SMAP2	7.21802405972225e-19	-0.406643903689569	0.558	0.664	1.42844696141903e-14
IL1R1	7.69230050472427e-19	-1.23856819333426	0.056	0.118	1.52230626988493e-14
CCL5	8.68330955602797e-19	0.589587029603657	0.534	0.436	1.71842696113794e-14
CXCR4	9.86543030770746e-19	0.287568868025899	0.935	0.927	1.95236865789531e-14
ZNF282	1.23644716729965e-18	-1.16628558092313	0.061	0.123	2.44692894408601e-14
CDK16	1.39923539609915e-18	-0.736583181996051	0.132	0.217	2.76908684888022e-14
FRMD4B	1.53177245408684e-18	-0.634945313902241	0.231	0.33	3.03137768663786e-14
UCHL1	1.84661809511599e-18	-4.99419086968339	0.001	0.021	3.65445721023455e-14
UBE2D3	1.95381941155331e-18	-0.267598386738861	0.78	0.834	3.866608615464e-14
SBNO2	2.28229541057091e-18	-0.910739820574591	0.095	0.168	4.51666261751984e-14
RPS4Y1	2.95296296709245e-18	0.430842738511197	0.441	0.323	5.84391371187596e-14
ASPM	3.2317667948841e-18	-1.91984982485834	0.069	0.132	6.39566648707563e-14
CES1	3.26654729343642e-18	-3.89640102595407	0.003	0.024	6.46449709371068e-14
JAK1	4.2392195554259e-18	-0.37055719812345	0.718	0.782	8.38941550018785e-14
RRS1	4.46388219511802e-18	-0.848975122187073	0.073	0.14	8.83402286413856e-14
RPS27A	4.76949133275948e-18	0.161802517399219	0.996	0.985	9.438823347531e-14
BCL3	5.31077419911549e-18	-0.357357169697654	0.484	0.603	1.05100221400496e-13
SNX9	5.418465025766e-18	-0.380046776264303	0.454	0.568	1.07231422859909e-13
GK	5.67824056691012e-18	-0.568612991411084	0.264	0.369	1.12372380819151e-13
SRGN	6.81903690994408e-18	0.205058134602109	0.986	0.982	1.34948740447793e-13
GSPT1	8.75650911875574e-18	-0.385182365958149	0.57	0.678	1.73291315460176e-13
UGCG	9.75393568965435e-18	-0.751775091923943	0.155	0.241	1.9303038729826e-13
RPS3	1.21305989349588e-17	0.159958573161972	0.997	0.996	2.40064552922834e-13
CTSC	2.05360096097117e-17	-0.613059367076713	0.525	0.611	4.06407630176195e-13
CENPF	2.07698475477207e-17	-1.45945437371688	0.103	0.173	4.11035282969392e-13
VDR	2.23528750457956e-17	-0.954906037574479	0.102	0.175	4.42363397156294e-13
BACH1	2.25758974843592e-17	-0.573573414642452	0.246	0.346	4.46777011215468e-13
ARHGDIB	2.6924205324705e-17	0.192505426745786	0.947	0.918	5.32830023375911e-13
NEU1	2.9910776904307e-17	0.452406569543572	0.425	0.327	5.91934274936237e-13
NINJ1	3.66824301410074e-17	-0.582369107791947	0.272	0.369	7.25945292490537e-13
SLC16A1	3.84337762890554e-17	-0.73585366261567	0.151	0.235	7.60604432760407e-13
TNFRSF1B	3.86865185218617e-17	-0.426008676402733	0.561	0.661	7.65606201547642e-13
KDM6B	5.465226707672e-17	-0.548039591978249	0.324	0.429	1.08156836544829e-12
ENTPD1	5.87317360459646e-17	-0.823937240860519	0.148	0.231	1.16230105634964e-12
PELI1	6.82371288450811e-17	-0.538645113266103	0.248	0.347	1.35041277984415e-12
GZMM	8.44166081500617e-17	0.581755709984031	0.413	0.324	1.67060467528972e-12
SELPLG	1.01207312926207e-16	-0.70289901196126	0.349	0.44	2.00289272280964e-12
TKT	1.06748337191003e-16	-0.630987150116201	0.287	0.387	2.11254959300995e-12
WFDC2	1.08724770258111e-16	-1.59917195656212	0.015	0.05	2.15166320340801e-12
COL1A1	1.12614425680185e-16	1.79103680655133	0.078	0.026	2.22863948421085e-12
IQGAP1	1.46724771632999e-16	-0.645727584240096	0.527	0.619	2.90368323061706e-12
TOP2A	1.82741075971531e-16	-1.23619205450489	0.08	0.144	3.6164458934766e-12
GPRIN3	1.89753992135372e-16	-0.568784727456369	0.368	0.477	3.75523150435901e-12
HSPA1A	2.79890628704743e-16	-0.438430157031632	0.74	0.81	5.53903554206686e-12
SLC1A4	2.80492953837335e-16	-1.2908450569184	0.105	0.173	5.55095555644086e-12
NFE2L2	3.12337556493652e-16	-0.364774925910842	0.487	0.597	6.18116024300937e-12
SLCO4A1	3.21553655468946e-16	-1.06839129815943	0.064	0.122	6.36354684173044e-12
CRLF2	3.46156091588841e-16	-2.12764554640098	0.006	0.03	6.85042905254316e-12
CFLAR	3.53775152126906e-16	-0.401028714807865	0.407	0.514	7.00121026059147e-12
SAMSN1	4.48317982404726e-16	0.338050089403432	0.757	0.725	8.87221287178952e-12
CCT8	4.80485792845172e-16	-0.423338820438792	0.381	0.485	9.50881384040594e-12
IL1B	5.27608024315696e-16	-2.8447594092622	0.007	0.033	1.04413628012076e-11
COL1A2	5.31968218378067e-16	2.07534052930814	0.062	0.016	1.05276510417019e-11
RAB11FIP1	5.94501617934167e-16	-0.646279334474098	0.308	0.406	1.17651870189172e-11
EIF4G1	6.3962795806664e-16	-0.549459773347206	0.264	0.361	1.26582372901388e-11
SAP18	7.00103760587728e-16	0.389651800935742	0.751	0.722	1.38550534220311e-11
MYC	7.80046109265671e-16	-1.02388265687066	0.053	0.107	1.54371125023676e-11
GAPDH	8.31003680783402e-16	-0.337030775682286	0.967	0.984	1.64455628427035e-11
RBBP8	9.66322480092223e-16	-0.821689915309725	0.14	0.217	1.91235218810251e-11
NR4A2	1.01556181148973e-15	0.320059511433803	0.777	0.727	2.00979682493817e-11
PASK	1.05451768942358e-15	-1.04522082277841	0.091	0.156	2.08689050736926e-11
TCN1	1.26417185948583e-15	-6.65410744022986	0	0.015	2.50179610992247e-11
STX11	1.38282036123125e-15	-0.611667948395073	0.216	0.305	2.73660149487665e-11
ZC3H12A	2.00618111571457e-15	-0.425101847608249	0.292	0.396	3.97023242799913e-11
HIF1A	2.09392812327896e-15	-0.55163178817659	0.291	0.388	4.14388375596906e-11
CPE	2.13929991687106e-15	-3.10456967244178	0.005	0.027	4.23367453548782e-11
COMMD6	2.67072930190321e-15	0.296094032403236	0.765	0.721	5.28537328846646e-11
PPP1R15A	2.72419413154372e-15	0.329971293873735	0.76	0.71	5.39118018632502e-11
SMC4	2.97416930968633e-15	-0.648447298567458	0.229	0.316	5.88588106386925e-11
AGPAT5	3.52470620790481e-15	-0.961872994997128	0.097	0.162	6.97539358544361e-11
SERBP1	4.08819535101156e-15	-0.290845602215756	0.626	0.72	8.09053859965188e-11
ZBTB1	4.80635580393143e-15	-0.501242312445122	0.328	0.428	9.51177813598029e-11
PLSCR1	5.75676103926854e-15	-0.775790037454874	0.14	0.213	1.13926300967124e-10
RASSF5	5.91508279730367e-15	-0.432071758704289	0.366	0.474	1.1705948855864e-10
CALML3	6.08727302848337e-15	-6.37174021718443	0	0.014	1.20467133233686e-10
NDUFV2	6.87364411485125e-15	-0.359640572310724	0.521	0.617	1.36029417032906e-10
SCO2	7.54383912141323e-15	-0.699993084785589	0.102	0.169	1.49292576212768e-10
CLTC	9.18476292954941e-15	-0.743277543671009	0.221	0.305	1.81766458375783e-10
FAS	1.44449079737388e-14	-0.545364157562481	0.302	0.396	2.85864728800291e-10
JCHAIN	1.53575089521633e-14	0.156946978437428	0.045	0.094	3.03925102163311e-10
TNFRSF11A	1.5712901548367e-14	-2.22604436947155	0.008	0.033	3.10958321642183e-10
ZFP36L1	2.07809500574104e-14	0.387392784733457	0.774	0.737	4.11255001636152e-10
FUS	2.14991400368201e-14	0.251533268456578	0.797	0.759	4.25467981328669e-10
COL3A1	2.23764502254019e-14	1.77162039493546	0.055	0.014	4.42829949960704e-10
PRDM2	3.37305202743643e-14	-0.579897590085683	0.253	0.342	6.67526996229669e-10
CCR8	3.7493096054149e-14	-0.828035333654048	0.146	0.218	7.41988370911608e-10
LRRFIP1	3.88412298196897e-14	-0.304769380395967	0.681	0.766	7.68667938131659e-10
SFTPA2	4.8702785880674e-14	-2.03092740308648	0.004	0.025	9.63828132578538e-10
STAM	4.9549599393448e-14	-0.571926347846967	0.249	0.335	9.80586571996337e-10
ST13	6.29133440673433e-14	-0.307234692346557	0.574	0.666	1.24505507909272e-09
TPX2	7.04376295741823e-14	-1.03837248899825	0.081	0.139	1.39396068927307e-09
S100A11	7.93489315729773e-14	0.2927282464759	0.798	0.755	1.57031535582922e-09
CD28	8.64602180019223e-14	-0.386317996242181	0.392	0.492	1.71104771425804e-09
NUSAP1	8.84786393275932e-14	-0.704533631745067	0.119	0.187	1.75099227229307e-09
JMJD1C	8.862478966899e-14	-0.48768616386508	0.391	0.485	1.75388458754931e-09
ZNF267	1.04053859193563e-13	-0.503073891722652	0.243	0.333	2.05922587344061e-09
DGKE	1.36939169775521e-13	-0.737836392005789	0.109	0.174	2.71002616985756e-09
ATP5F1E	1.56697356401911e-13	0.253158881808509	0.862	0.828	3.10104068319383e-09
NQO1	1.66932558776924e-13	-2.37541115049025	0.03	0.068	3.30359533819533e-09
XRN2	1.99495894575803e-13	-0.438346352775802	0.318	0.414	3.94802375365514e-09
PDCD1	2.01191799634149e-13	-0.529803720233452	0.257	0.342	3.98158571475981e-09
ZBTB32	2.34686136285937e-13	-0.894144966393535	0.09	0.148	4.6444386370987e-09
PNP	2.47908089958375e-13	0.714720444857564	0.379	0.309	4.90610110027623e-09
RANBP2	2.52695923368998e-13	-0.590521516873309	0.402	0.496	5.00085232347247e-09
PFKFB3	2.6146864658713e-13	-0.352825315674018	0.415	0.513	5.17446451595931e-09
MAP7	2.69287220651677e-13	-2.63709321448343	0.003	0.021	5.32919409669669e-09
HS3ST3B1	2.88695752424594e-13	-0.690545444134134	0.143	0.214	5.71328894048272e-09
CD9	2.95870649200795e-13	-1.50841535156437	0.057	0.105	5.85528014768374e-09
VCAM1	3.21263626536885e-13	-2.80657285615423	0.014	0.043	6.35780716916496e-09
FCRL3	3.57752716051467e-13	-0.900858774223593	0.046	0.092	7.07992625065853e-09
USP36	3.76590570077096e-13	-0.434532936539708	0.296	0.393	7.45272738182573e-09
HIVEP1	4.78570941311122e-13	-1.01723836948743	0.095	0.154	9.4709189285471e-09
CYTIP	5.0816627911337e-13	-0.220803889786604	0.717	0.79	1.00566106636536e-08
ANP32E	5.20449098630108e-13	-0.455930439250588	0.296	0.382	1.02996876618898e-08
TOP1	5.35029810144291e-13	-0.33055031372661	0.44	0.543	1.05882399427555e-08
PGK1	5.69371890763716e-13	-0.310998386467319	0.747	0.811	1.12678697182139e-08
GPCPD1	6.05225745280122e-13	-0.406480701074761	0.272	0.362	1.19774174990936e-08
PKM	7.08145048649982e-13	-0.341895144616829	0.632	0.701	1.40141905127832e-08
IFI16	7.62010140544076e-13	-0.388947682590683	0.358	0.451	1.50801806813673e-08
CCT3	7.88686902060704e-13	-0.297802264454157	0.486	0.588	1.56081137917813e-08
VDAC2	8.49964057716067e-13	-0.316951926979946	0.453	0.554	1.6820788702201e-08
CXCR6	8.52144514800909e-13	-0.438872011607656	0.311	0.401	1.686393994791e-08
S100A10	8.83757857929047e-13	0.294955844442228	0.834	0.807	1.74895680084158e-08
TCIRG1	9.22022270799209e-13	-0.47985442839239	0.212	0.294	1.82468207391163e-08
HSP90AA1	9.25121474288571e-13	-0.370944939641721	0.978	0.986	1.83081539761708e-08
CXCR3	1.01155774487824e-12	0.40375491360404	0.388	0.305	2.00187277711405e-08
RPS4X	1.18653100384533e-12	-0.124586753919302	0.995	0.987	2.34814485660992e-08
HPRT1	1.27148118044713e-12	-0.466990333688531	0.232	0.314	2.51626125610486e-08
FOSL2	1.49432885015855e-12	-0.260080350313443	0.5	0.599	2.95727679446377e-08
CCT2	1.51187855593607e-12	-0.387198345155188	0.42	0.51	2.99200766219748e-08
RPS18	1.57966149659262e-12	0.145189097997591	0.997	0.984	3.12615010175679e-08
SPARC	1.84789593343346e-12	1.89374765622214	0.045	0.011	3.65698605226481e-08
SUPT5H	1.86081764814228e-12	-0.38998318659256	0.258	0.346	3.68255812567358e-08
GARS	1.86963087949516e-12	-0.453418610051925	0.241	0.327	3.69999951052093e-08
KIF20B	1.89608392935062e-12	-0.677749058950653	0.146	0.215	3.75235009618488e-08
WDR43	1.91114291200247e-12	-0.58225124215929	0.12	0.185	3.7821518228529e-08
CLEC7A	2.06135146256359e-12	-1.20212285319105	0.034	0.073	4.07941454441334e-08
CD44	2.24597884977103e-12	0.110592917195598	0.813	0.782	4.44479214369688e-08
FAU	2.36361972845393e-12	0.147559974429044	0.996	0.963	4.67760344261033e-08
SPTBN1	2.38445396026067e-12	-1.01073242579941	0.167	0.237	4.71883438735587e-08
WNK1	2.59396241184011e-12	-0.440388981191848	0.39	0.479	5.13345161303159e-08
TMPRSS6	2.6612014247584e-12	-2.00225392323173	0.009	0.033	5.26651761959688e-08
RPL27	2.78456169450543e-12	0.174382359457218	0.932	0.904	5.51064759342625e-08
PBX4	3.15222312136153e-12	-0.334459435043585	0.368	0.466	6.23824955717447e-08
THADA	3.16836522551055e-12	-0.67189206699636	0.132	0.198	6.27019478128538e-08
EVL	3.23951814283906e-12	0.298531292408623	0.642	0.589	6.41100640467851e-08
EIF2S3	3.32132447923451e-12	-0.337618157483497	0.331	0.428	6.57290114440509e-08
SYTL3	3.54066791773124e-12	-0.220827324553692	0.458	0.555	7.00698180919013e-08
PLAGL2	3.66521342812083e-12	-0.634096716092091	0.081	0.136	7.25345737425113e-08
HLF	3.66967947049127e-12	-0.936372063806538	0.056	0.103	7.26229567210221e-08
TIGIT	4.02377538782473e-12	-0.3325407183692	0.369	0.459	7.96305149250514e-08
NSD3	4.35859356685623e-12	-0.321685477212325	0.504	0.603	8.62565666880847e-08
DAZAP2	4.43652878995546e-12	0.265049144774964	0.731	0.693	8.77989047532186e-08
AKAP13	4.49651366366977e-12	-0.333256390606577	0.623	0.709	8.89860054040248e-08
CTNNB1	4.99645082308696e-12	-0.515530675090019	0.246	0.326	9.8879761788891e-08
