gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
NOP58	1.89425892087152e-76	0.595667120473612	0.69	0.51	3.74873840440474e-72
AHSA1	5.658829729329e-76	0.566683228639565	0.713	0.523	1.11988240343421e-71
IFI6	2.72970048132796e-75	1.06665237882113	0.44	0.272	5.40207725254803e-71
TCP1	1.74786709673895e-72	0.546174605914816	0.708	0.52	3.45902898444638e-68
PTGES3	2.23646397503802e-72	0.431328830896856	0.892	0.768	4.42596220660024e-68
CCT6A	3.25244538842555e-72	0.57387566298282	0.662	0.479	6.43658942369416e-68
RPL30	3.63651858618751e-72	-0.266377708753754	0.998	0.997	7.19667028206508e-68
MT-CO3	1.1042071595283e-71	-0.277400872390462	0.996	0.999	2.1852259687065e-67
SERPINH1	3.0696942829241e-71	1.36775367063398	0.264	0.125	6.07492498590679e-67
BST2	6.36100969911301e-71	0.59702111191842	0.644	0.467	1.25884381945446e-66
DNAJA1	2.1259142375852e-70	0.308183854336661	0.989	0.927	4.2071842761811e-66
CXCR4	1.23224903326812e-69	-0.408693193601895	0.891	0.935	2.43862083683761e-65
RPS26	1.57228120913128e-69	0.413515569191685	0.967	0.906	3.1115445128708e-65
RPS27A	2.40309370851949e-69	-0.256054373567744	0.999	0.996	4.75572244916007e-65
RPL3	1.04820210733189e-68	-0.281120947294309	0.99	0.992	2.07439197040982e-64
XAF1	2.95158995516736e-68	0.964910447867886	0.371	0.212	5.8411965212762e-64
RPL13	6.38667379836354e-68	-0.227878828532053	0.999	0.998	1.26392274469614e-63
CD44	7.47892287936132e-66	-0.497099177699993	0.751	0.813	1.48007883782561e-61
RPL11	2.35901697584206e-65	-0.232185032645302	0.997	0.997	4.66849459519144e-61
U2AF1L5	6.85710543327698e-65	2.50949528994099	0.088	0.012	1.35702116524552e-60
TUBB	1.04564631887688e-63	0.703868159772236	0.688	0.538	2.06933406505735e-59
ACTB	3.54901949999357e-62	0.283261328142118	0.999	0.998	7.02350959048727e-58
UBB	1.52112714061275e-61	0.22265561921077	0.996	0.955	3.01031061127263e-57
CCT4	2.88769755021629e-61	0.455882984923607	0.74	0.571	5.71475345187804e-57
PMAIP1	3.85507280781155e-61	0.669788553095141	0.553	0.387	7.62918908665906e-57
RPS4X	4.07263067931518e-61	-0.229701169691286	0.995	0.995	8.05973611436474e-57
PPID	3.0388927793193e-59	0.789083333261286	0.385	0.234	6.01396881027289e-55
RPS3A	4.62012194077781e-59	-0.268505872901752	0.996	0.995	9.14322132079929e-55
GAPDH	1.39915944583595e-58	0.339337823183367	0.992	0.967	2.76893654330934e-54
PPP1R14B	6.56574337033378e-56	1.21337262390521	0.195	0.085	1.29936061298905e-51
MX1	9.22502419423234e-56	0.991370212766265	0.344	0.201	1.82563228803858e-51
RGCC	2.95265812962434e-55	-0.614679651134854	0.882	0.897	5.84331043852657e-51
RPL32	7.45155917803411e-55	-0.218457214627301	0.997	0.997	1.47466356133295e-50
GNG5	1.43322246463283e-54	0.442144921792323	0.692	0.534	2.83634725750837e-50
FOSB	1.87973098313456e-53	-0.731517312197217	0.551	0.653	3.71998761562329e-49
HBB	5.61449344347218e-53	-5.10174407591018	0.098	0.199	1.11110825246314e-48
RPL10	7.42272005636577e-53	-0.206314621759225	0.998	0.999	1.46895629915478e-48
GLRX	1.01247227817463e-52	0.771278326546377	0.472	0.327	2.0036826385076e-48
PTGER4	1.38515303656758e-52	-0.901551816085591	0.363	0.474	2.74121785936725e-48
EEF1A1	1.47369517334214e-52	-0.184433616734923	0.999	1	2.9164427480441e-48
CCT2	1.83346462906453e-51	0.517609501477832	0.582	0.42	3.6284265009187e-47
RPL21	2.21957518712617e-51	-0.267358418900187	0.974	0.976	4.39253929532269e-47
MT-CYB	2.30662060018248e-51	-0.217326936972281	0.992	0.997	4.56480216776113e-47
NUDC	1.37786024512385e-50	0.506379157213447	0.596	0.439	2.72678542510011e-46
PLSCR1	2.32264999000971e-50	0.939263632094232	0.26	0.14	4.59652433022921e-46
RPS8	3.40788452226604e-50	-0.206181384730573	0.997	0.997	6.7442034695645e-46
RGS2	5.30253136256635e-50	0.467546091823534	0.665	0.516	1.04937095665188e-45
RPL14	9.27379428801417e-50	-0.239585074968263	0.992	0.989	1.835283889598e-45
RAN	1.11752220897281e-49	0.331724840616964	0.867	0.764	2.21157645155719e-45
RPS27	1.87806285826321e-49	-0.225992431962998	0.997	0.997	3.71668639650289e-45
AHNAK	1.93500280920385e-49	-0.700502788635576	0.6	0.679	3.82937055941441e-45
RAC1	6.34839310031653e-49	0.424051190630416	0.7	0.548	1.25634699455264e-44
CD82	1.42991831584241e-48	0.500506841782067	0.615	0.456	2.82980834705213e-44
RPL5	7.41678864197994e-48	-0.244430986564421	0.986	0.982	1.46778247224783e-43
BANF1	1.28189445529677e-47	0.499514858451791	0.535	0.383	2.53686912703231e-43
SRSF3	2.99174037183837e-47	0.33924114342918	0.788	0.636	5.92065419586814e-43
CTSW	6.33418055391006e-47	-1.10752608840321	0.161	0.271	1.2535343316188e-42
RPS14	1.138691692078e-46	-0.208045478185132	0.997	0.995	2.25347085862236e-42
CCT5	1.35708252040542e-45	0.51158579298994	0.541	0.387	2.68566630788233e-41
STIP1	2.68542222527223e-45	0.474685081855293	0.557	0.4	5.31445058381375e-41
KRT19	3.04134218660975e-45	2.38692466323352	0.065	0.01	6.0188161873007e-41
DEDD2	4.81803169933317e-45	0.49429820747534	0.509	0.353	9.53488473298034e-41
CGAS	9.81915498004245e-45	0.85626574669246	0.268	0.153	1.9432107705504e-40
EPSTI1	1.05049295430597e-44	0.573858503056038	0.488	0.341	2.07892555657151e-40
SMC4	1.28050742182512e-44	0.947792999269919	0.349	0.229	2.53412418779192e-40
RPL9	1.42019204927002e-44	-0.24881408353336	0.977	0.972	2.81056006550537e-40
ENO1	1.85788295886168e-44	0.412847625471976	0.745	0.606	3.67675037558726e-40
TNFAIP3	1.87723662457808e-44	-0.43487305816459	0.914	0.914	3.71505128004001e-40
DOK2	1.95429780622791e-44	0.463426679320455	0.619	0.461	3.86755535852503e-40
TNFRSF18	2.38295665123128e-44	0.779187602707497	0.476	0.35	4.71587121278671e-40
RPL18	2.76407868861123e-44	-0.177898671751934	0.996	0.994	5.47011172476162e-40
RPL34	4.50889655771715e-44	-0.214119928198758	0.993	0.995	8.92310628772223e-40
MRPS6	1.51812919173982e-43	0.447618037760294	0.618	0.471	3.00437767045311e-39
PFN1	2.97760586881901e-43	0.239754631858581	0.988	0.972	5.89268201439282e-39
OAS1	8.1903926347617e-43	1.02569244364392	0.215	0.112	1.62087870241934e-38
DNPH1	1.3777568186173e-42	0.514835589498778	0.492	0.353	2.72658074404364e-38
ELF1	1.44672788527873e-42	-0.453823691155305	0.712	0.743	2.86307448496661e-38
RPS23	1.61946746895002e-42	-0.193036635555707	0.997	0.994	3.20492612105208e-38
UBE2C	3.57120849091218e-42	1.2843667069801	0.164	0.075	7.06742160351521e-38
VCAM1	3.62873706992327e-42	1.86505308673643	0.07	0.014	7.18127066137815e-38
LRIF1	4.01829370753468e-42	0.756197811919183	0.331	0.209	7.95220324721113e-38
RPS2	4.80342016475653e-42	-0.179855225057985	0.995	0.996	9.50596850605317e-38
ISG15	5.63871487576028e-42	0.737298750710417	0.487	0.352	1.11590167391296e-37
RPL13A	6.99835180519111e-42	-0.246871797214676	0.951	0.954	1.38497382224732e-37
MRPS12	1.31595985749925e-40	0.652239371459826	0.288	0.17	2.60428455799101e-36
LY6E	1.42661780573786e-40	0.441325305186593	0.743	0.623	2.82327663755523e-36
EIF1	1.80495454138305e-40	-0.195445830365915	0.998	0.997	3.57200503739706e-36
EIF2AK2	1.99254007916115e-40	0.644628339174138	0.308	0.188	3.94323681665991e-36
HNRNPA2B1	2.16618895185025e-40	0.252291399375499	0.939	0.875	4.28688793571164e-36
SLC2A3	2.97805230030298e-40	-0.502521016665545	0.643	0.699	5.8935655022996e-36
HSPA4	3.44223714870468e-40	0.517502696520183	0.473	0.333	6.81218731728656e-36
RPS18	3.72178642507618e-40	-0.203982597942795	0.996	0.997	7.36541533522575e-36
TNFSF10	3.84766340863239e-40	0.731963424648615	0.314	0.196	7.61452588568349e-36
GZMB	3.98396430077642e-40	1.01818250905116	0.198	0.103	7.88426535123654e-36
MT-ND4L	4.90633179747597e-40	-0.198744654943464	0.993	0.998	9.70963062720495e-36
PGK1	6.77701456411193e-40	0.297946513667148	0.86	0.747	1.34117118223775e-35
TYMP	5.17636630748251e-39	0.608106422355581	0.398	0.27	1.02440289225079e-34
LRRN3	7.29050430038408e-39	2.86669047703811	0.057	0.009	1.44279080104601e-34
CEMIP2	9.77426241057347e-39	-0.911917243411439	0.293	0.387	1.93432653105249e-34
HSBP1	1.11707009767464e-38	0.514924292188369	0.386	0.253	2.21068172329811e-34
FKBP1A	1.23517721145069e-38	0.386011898696967	0.65	0.507	2.44441570146091e-34
MYADM	2.02757601310244e-38	-0.554570293619154	0.618	0.687	4.01257292992973e-34
FTL	2.51200245622114e-38	-0.303105454392444	0.971	0.974	4.97125286086163e-34
SRGN	2.60843004370972e-38	-0.245744147573371	0.982	0.986	5.16208305650154e-34
RPS6	2.84536111999144e-38	-0.188181787337255	0.994	0.994	5.63096965646305e-34
EEF1B2	4.56505160537613e-38	-0.269483073206148	0.935	0.942	9.03423712703936e-34
CCT3	5.48480769855053e-38	0.389706131089545	0.628	0.486	1.08544344354315e-33
PNRC1	9.44378570074943e-38	-0.265529170407527	0.929	0.942	1.86892519017831e-33
DNAJB4	1.43700182389229e-37	0.528804699907098	0.398	0.267	2.84382660948284e-33
PDCD1	2.78549789320188e-37	0.666478555629102	0.375	0.257	5.51250033064652e-33
LAYN	3.07343273143544e-37	0.68192103265521	0.291	0.18	6.08232337551074e-33
DNAJB6	3.27218232380514e-37	0.324382615475946	0.824	0.702	6.47564881881037e-33
FTH1	3.60975551668461e-37	-0.360892732861446	0.996	0.996	7.14370616751885e-33
RPS24	6.49805745466126e-37	-0.165437081060055	0.996	0.995	1.28596557027746e-32
RPS12	7.14875168114145e-37	-0.193235432949149	0.998	0.999	1.41473795769789e-32
PFDN5	7.47928593421006e-37	-0.280523822035291	0.91	0.911	1.48015068638017e-32
NINJ1	7.70597296460399e-37	0.544351368512412	0.399	0.272	1.52501204969513e-32
MKI67	7.73205417798616e-37	1.18855790046195	0.168	0.085	1.53017352182346e-32
SOX4	7.9075252065892e-37	0.879159724085646	0.175	0.088	1.564899238384e-32
MT-ND1	1.53886915258147e-36	-0.166598029143817	0.987	0.991	3.04542205295872e-32
IL2RA	3.049731175365e-36	0.71713026945983	0.307	0.201	6.03541799604734e-32
CD177	6.12021042450608e-36	1.58271786318017	0.124	0.053	1.21118964300975e-31
USP18	7.43141756796126e-36	1.31756199129082	0.117	0.047	1.47067753669953e-31
RSRC2	7.65230540421163e-36	0.426572224864154	0.591	0.46	1.51439123949348e-31
SUMO2	3.71545365024001e-35	0.280295448922426	0.854	0.778	7.35288277382498e-31
IFI44L	5.83951447280492e-35	0.962307166645912	0.124	0.052	1.15563991416809e-30
SPATS2L	7.6768323837392e-35	0.580064401447212	0.296	0.187	1.51924512874199e-30
TPI1	1.62022914006498e-34	0.324941593633972	0.828	0.727	3.20643346818859e-30
LDHA	1.87938529144946e-34	0.274642432934113	0.907	0.816	3.71930349177848e-30
RPS25	2.18688289658456e-34	-0.174397015056144	0.995	0.991	4.32784125234085e-30
DUSP10	2.629743703985e-34	0.591335820227872	0.325	0.213	5.20426279018632e-30
RPL17	3.21368726964314e-34	-0.17812487437542	0.987	0.985	6.35988710662377e-30
WFDC2	4.46019112130567e-34	1.67389018617626	0.064	0.015	8.82671822906392e-30
PCBP1	5.03003266355383e-34	0.273035408141239	0.846	0.727	9.95443464117304e-30
PSMB9	5.91431555248412e-34	0.302371882071724	0.815	0.71	1.17044304783661e-29
TPX2	6.37254567678627e-34	1.09856498322522	0.16	0.081	1.261126789436e-29
BTG2	7.43459253585736e-34	-0.388306514045998	0.694	0.74	1.47130586284617e-29
RPL35A	7.56979472626751e-34	-0.17506335644818	0.993	0.992	1.49806237632834e-29
TRA2B	8.50339524661539e-34	0.352705197961775	0.641	0.5	1.68282191930519e-29
RPS5	9.44210209524982e-34	-0.209671955948993	0.983	0.981	1.86859200464994e-29
PPP1CA	1.24313538672185e-33	0.328789589955328	0.685	0.551	2.46016493032255e-29
EZH2	1.82210689683763e-33	0.893264852948707	0.227	0.135	3.60594954884167e-29
UBE2L6	3.33962555083857e-33	0.382923734986874	0.539	0.401	6.60911896510953e-29
NGRN	3.61815671884793e-33	0.417572018596225	0.459	0.327	7.16033214660006e-29
EEF1D	4.27262561617586e-33	-0.226366546013694	0.954	0.946	8.45552609441203e-29
PLK3	4.39619640149979e-33	-0.608670469644618	0.421	0.503	8.70007267856809e-29
KIFC1	4.55921071089509e-33	1.14378414517249	0.138	0.066	9.02267799686139e-29
COX5A	5.90494458258384e-33	0.397423941939153	0.625	0.498	1.16858853289334e-28
BATF	7.0077581325085e-33	0.474740419890912	0.587	0.462	1.38683533442343e-28
RPL7A	7.65559002904686e-33	-0.170009364206469	0.996	0.994	1.51504126674837e-28
H2AFY	8.70012903292091e-33	0.438091328984114	0.459	0.333	1.72175553561505e-28
JUN	1.67502110091013e-32	0.274710098873959	0.874	0.794	3.31486675870114e-28
RAC2	1.88508485968724e-32	0.213766150036843	0.926	0.848	3.73058293732105e-28
RPL6	2.17422409148377e-32	-0.176073185474674	0.993	0.991	4.30278947704638e-28
IFIT1	3.39241074567363e-32	3.29916756227344	0.042	0.005	6.71358086568811e-28
PPP1R18	3.53796158880187e-32	0.356674705991342	0.576	0.434	7.00162598423889e-28
PTP4A2	4.56576114056241e-32	0.311535950702376	0.682	0.54	9.03564129717301e-28
WIPF3	5.14080381258544e-32	2.83607359240558	0.039	0.004	1.01736507451066e-27
RPS13	7.58333032201765e-32	-0.182269629906494	0.993	0.992	1.50074107072729e-27
SRP9	7.90212290712869e-32	0.390445458322197	0.537	0.407	1.56383012332077e-27
RPL26	8.40060302210987e-32	-0.14498945316934	0.997	0.995	1.66247933807554e-27
TOP2A	1.73300360543978e-31	0.941179789698437	0.156	0.08	3.42961413516532e-27
CKS1B	1.78287102530567e-31	0.839136985904791	0.183	0.101	3.52830175907992e-27
CTSC	1.8129657384186e-31	0.46462506609229	0.653	0.525	3.58785919633041e-27
OAZ1	2.30552155645151e-31	0.190325231043893	0.969	0.929	4.56262716021754e-27
RPL10A	2.41774298179753e-31	-0.189815442901788	0.975	0.973	4.78471336097732e-27
ASPM	2.98074150463179e-31	1.21045832123678	0.14	0.069	5.89888743766631e-27
CENPF	3.9610437041801e-31	1.08423721571535	0.183	0.103	7.83890549057242e-27
RPL23A	4.34468439026234e-31	-0.179365373995006	0.986	0.986	8.59813040832917e-27
MT-ND5	5.27503834671581e-31	-0.193418165198629	0.966	0.975	1.04393008881506e-26
RPS15	5.75925870586148e-31	-0.158177633282945	0.998	0.996	1.13975729788999e-26
CDK1	6.94745650480519e-31	1.05007325817195	0.161	0.085	1.37490164230095e-26
CARD16	8.90997695385924e-31	0.409036944104532	0.522	0.398	1.76328443916874e-26
RNF125	8.95781502466928e-31	-0.745166781199725	0.336	0.416	1.77275159338205e-26
SNRPG	1.40306375864934e-30	0.318779419820837	0.649	0.511	2.77666317836703e-26
SELENOH	1.462309583547e-30	0.33864229062946	0.63	0.497	2.89391066583951e-26
SMC2	1.61720869133694e-30	0.840076785508253	0.184	0.103	3.20045600015581e-26
APOBEC3G	2.29472948136558e-30	0.461622745281294	0.507	0.387	4.54126964362248e-26
ANXA1	2.84958746795945e-30	-0.399330552121072	0.608	0.68	5.63933359909175e-26
PKM	3.63468738516667e-30	0.438651480411748	0.737	0.632	7.19304633524484e-26
RPS28	3.7173836835945e-30	-0.166683808523997	0.994	0.995	7.35670230983351e-26
SH2D2A	3.96604541894841e-30	0.304956290272458	0.678	0.546	7.84880388409891e-26
NUSAP1	4.76639375596829e-30	0.910330187021775	0.201	0.119	9.43269324306125e-26
SDCBP	5.00705293737622e-30	-0.513004337498127	0.545	0.601	9.90895776306754e-26
NCAPG	5.79817107805537e-30	1.15226610062387	0.132	0.064	1.14745805634716e-25
ARPC5L	5.80012386473133e-30	0.37531114011034	0.447	0.322	1.14784451283033e-25
MOB3A	6.48009657006191e-30	0.51615579308043	0.321	0.215	1.28241111121525e-25
KRT8	8.1563240128655e-30	2.08497084914909	0.046	0.009	1.61413652214608e-25
SRP19	9.20775268350542e-30	0.429480091609419	0.449	0.325	1.82221425606572e-25
RAB5IF	9.45600977043897e-30	0.384741074523026	0.519	0.39	1.87134433356987e-25
PCBD1	1.01258329426098e-29	0.696689177400174	0.225	0.136	2.00390233934248e-25
JUND	1.05478679167076e-29	-0.623415559704879	0.471	0.534	2.08742306071644e-25
PARP8	1.18123091068191e-29	-0.901592521282357	0.294	0.373	2.3376559722395e-25
BPIFA1	1.96977325940976e-29	3.80702705242639	0.038	0.005	3.89818128037191e-25
PSMA5	2.11497110971561e-29	0.337417877375545	0.558	0.422	4.1855278261272e-25
IFI35	2.29893826208635e-29	0.588519586439348	0.314	0.213	4.54959882066888e-25
UBE2D3	2.35320190729902e-29	0.241673696101226	0.873	0.78	4.65698657454476e-25
NDC80	2.50311753906866e-29	1.04258141885899	0.149	0.077	4.95366960981688e-25
RPS15A	2.5505120275488e-29	-0.137484424144116	0.998	0.998	5.04746330251908e-25
FAU	3.39717752137735e-29	-0.154907253969339	0.996	0.996	6.72301431480578e-25
IRF7	3.69324577373526e-29	0.535298439929769	0.374	0.262	7.30893338622208e-25
DNAJA4	3.90613791635965e-29	0.812566400288193	0.188	0.107	7.73024693647575e-25
CDKN2C	3.99799706370319e-29	0.915834430133232	0.131	0.064	7.91203618906862e-25
DDX39A	4.01414377964742e-29	0.470495929346975	0.423	0.31	7.94399053992223e-25
ITGB1BP1	6.57710336298918e-29	0.480659085336206	0.305	0.201	1.30160875553556e-24
NR4A2	7.400090654336e-29	-0.393818915761186	0.734	0.777	1.46447794049309e-24
CASP1	9.38979994348163e-29	0.441775808330854	0.396	0.284	1.85824140881501e-24
PHF11	1.16765225688603e-28	0.427976328893928	0.406	0.29	2.31078381637746e-24
CCNA2	1.56269791247069e-28	1.12016873674527	0.126	0.061	3.0925791687795e-24
COA6	1.81141212365438e-28	0.637144381594076	0.239	0.15	3.58478459271201e-24
HLA-DRB5	1.97917601533303e-28	0.648547203692228	0.266	0.174	3.91678933434407e-24
UBE2T	1.99601582348475e-28	0.995264244099322	0.156	0.084	3.95011531467633e-24
KRR1	2.20891796475747e-28	0.417314742882961	0.376	0.264	4.37144865225504e-24
MRPL51	2.23756520158231e-28	0.376477564179447	0.446	0.323	4.42814153393138e-24
PER1	2.35092487626478e-28	-0.774429287437642	0.282	0.363	4.65248033012801e-24
SF3B4	2.41588754572043e-28	0.382712657361509	0.444	0.324	4.78104145298073e-24
FOXP3	2.66593822040121e-28	0.638031688650091	0.341	0.246	5.275891738174e-24
ZWINT	2.78248819626449e-28	1.04503481298166	0.136	0.069	5.50654414040742e-24
CD58	2.8030939472361e-28	0.401601260190689	0.442	0.325	5.54732292158024e-24
CENPE	3.25674854001954e-28	1.10632271789585	0.131	0.065	6.44510536069868e-24
EEF2	3.39040427357021e-28	-0.21157346271606	0.928	0.921	6.70961005739545e-24
ADRM1	3.70794625574644e-28	0.320710801026539	0.572	0.433	7.3380256401222e-24
GNLY	3.81287396295655e-28	1.25095944599162	0.165	0.091	7.54567757269101e-24
TYMS	4.09142819625215e-28	0.988028777631639	0.144	0.075	8.09693640038301e-24
SNX3	4.38988650551957e-28	0.321025757525643	0.613	0.481	8.68758539442322e-24
YWHAH	4.77868945456454e-28	0.387363810134619	0.434	0.318	9.45702643058323e-24
SELENOW	5.01507146758956e-28	0.337204058864667	0.598	0.47	9.92482643435975e-24
ERH	5.04602474783894e-28	0.32596902269567	0.614	0.489	9.98608297597327e-24
C12orf75	6.71834237863435e-28	0.433855861072405	0.421	0.307	1.32955995673174e-23
LGALS9	7.66335953683579e-28	0.727746117204703	0.201	0.119	1.5165788523398e-23
TIFA	9.18319547480842e-28	0.695109998007254	0.259	0.168	1.81735438446459e-23
AURKB	1.01179224003799e-27	1.19581068872093	0.118	0.056	2.00233684303519e-23
CCT8	1.04293781733339e-27	0.369455502252088	0.505	0.381	2.06397394050278e-23
SKIL	1.08610690240363e-27	-0.661713444197609	0.442	0.506	2.14940555985678e-23
CCR8	1.08777879375563e-27	0.728754078040101	0.231	0.146	2.15271423284239e-23
COX8A	1.1127311473395e-27	0.268255070351054	0.726	0.599	2.20209494058487e-23
PSMB8	1.48276930888297e-27	0.310480410762942	0.633	0.51	2.9344004622794e-23
CNP	1.89782307316767e-27	0.741178116983326	0.174	0.098	3.75579186179881e-23
DTYMK	2.06667863514073e-27	0.704765516507761	0.207	0.125	4.0899570189435e-23
CKAP2L	2.2547118000945e-27	1.17436390572389	0.118	0.057	4.46207465238701e-23
LUC7L3	2.38617710108623e-27	0.407797752461607	0.38	0.271	4.72224448304964e-23
REXO2	2.52233704508979e-27	0.419647285559102	0.367	0.258	4.9917050122327e-23
RSAD2	3.05999599960468e-27	1.69888218408236	0.062	0.019	6.05573208321766e-23
RHOA	3.7765109789039e-27	0.224651065625231	0.878	0.818	7.47371522725082e-23
NOP53	3.84666836636611e-27	-0.375245892521705	0.714	0.73	7.61255669703854e-23
KNL1	5.26695847504928e-27	0.893560748385457	0.134	0.068	1.04233108221225e-22
CKS2	5.37996359367563e-27	0.380028780601555	0.576	0.464	1.06469479518841e-22
BUD31	5.7599371176648e-27	0.309135373089194	0.54	0.41	1.13989155558586e-22
RPL29	7.24989898359339e-27	-0.152336681170367	0.996	0.99	1.43475500885313e-22
CLTA	7.87622411387048e-27	0.32597436358244	0.541	0.418	1.55870475213497e-22
NOP10	8.00419911870461e-27	0.327276178103456	0.52	0.394	1.58403100559164e-22
MT-ATP8	1.08399921616322e-26	-0.182123560549004	0.965	0.977	2.14523444878701e-22
SFTPC	1.13927228400225e-26	-7.15633342814897	0	0.022	2.25461985004045e-22
PSME2	1.15857546049967e-26	0.280495814483185	0.723	0.608	2.29282083632886e-22
DLGAP5	1.30319947359634e-26	1.3662496149446	0.103	0.047	2.57903175824715e-22
PFDN2	1.52326144259338e-26	0.33303615155178	0.409	0.29	3.0145343948923e-22
IFI44	1.53200152995153e-26	0.646705972788303	0.155	0.083	3.03183102777408e-22
PSMD14	1.53842383427217e-26	0.436394681207964	0.352	0.248	3.04454076802462e-22
HCST	1.56151976942507e-26	-0.394681555725526	0.688	0.715	3.09024762369222e-22
GTSE1	1.82025865170427e-26	1.11972211406724	0.119	0.058	3.60229187172274e-22
CDKN2A	1.95545592522709e-26	0.764263904907823	0.203	0.124	3.86984727602442e-22
ASF1B	2.13133741811375e-26	1.02345178580596	0.135	0.07	4.21791675044711e-22
RTRAF	2.21090350201774e-26	0.286244929098226	0.613	0.486	4.37537803049311e-22
RPL36	2.52916596418749e-26	-0.169092628649766	0.984	0.981	5.00521944312704e-22
EFHD2	2.84240538867315e-26	0.344064767477596	0.546	0.424	5.62512026418417e-22
PSMA1	2.86728397460583e-26	0.327566388428846	0.532	0.403	5.67435498574494e-22
SNRPC	3.30369983803996e-26	0.40741996852393	0.403	0.291	6.53802197948107e-22
SYTL3	4.21476407158619e-26	-0.856318776352282	0.402	0.458	8.34101809766908e-22
OASL	4.56563117816506e-26	0.720847072461512	0.359	0.259	9.03538410158865e-22
TRIM69	5.5169894699309e-26	0.562105038250806	0.252	0.163	1.09181221609933e-21
PSMA7	5.62694976491547e-26	0.246269532084551	0.822	0.715	1.11357335847677e-21
MAP2K3	6.04886281109433e-26	0.396990328216643	0.423	0.31	1.19706995031557e-21
TARS	7.07416311502437e-26	0.491991900283687	0.309	0.212	1.39997688046332e-21
CTSA	8.55371972835301e-26	0.356208792922632	0.504	0.383	1.69278113424106e-21
CDCA8	1.13395110729785e-25	0.982388213276867	0.125	0.063	2.24408924134245e-21
BUB3	1.18567187823833e-25	0.330285449644263	0.604	0.485	2.34644464703365e-21
GCNT1	1.26556911281696e-25	0.800367149083172	0.18	0.106	2.50456127426475e-21
IFIT3	1.40629146856556e-25	2.1573327413407	0.049	0.013	2.78305081629124e-21
IFIT5	1.47703222794639e-25	1.20566161696764	0.085	0.034	2.92304677910591e-21
CISD2	1.64772740535821e-25	0.404776065617091	0.403	0.293	3.2608525352039e-21
ST13	1.89164885429563e-25	0.297597375121908	0.696	0.574	3.74357308265106e-21
MYL12B	1.9065148689591e-25	0.204848173619768	0.894	0.806	3.77299292567007e-21
OCIAD2	1.92063559587373e-25	0.327469923354449	0.629	0.501	3.80093784423412e-21
HSH2D	1.93350854469136e-25	0.950619833843211	0.129	0.067	3.8264134099442e-21
JMJD6	1.95460310890687e-25	0.375404106555974	0.458	0.346	3.86815955252669e-21
RAD51AP1	2.01492037048353e-25	1.23483056301978	0.102	0.047	3.9875274131869e-21
RBBP8	2.10416511687562e-25	0.538968347391273	0.223	0.14	4.16414276629685e-21
HPRT1	2.19039389154803e-25	0.459265487102533	0.332	0.232	4.33478951137355e-21
